22, 23, 23, 23, 23 | 22, 22, 24, 23, 25 | 22, 24, 24, 14, 25 | 22, 21, 24, 25, 25 | 15, 16, 24, 17, 25 | 

 Solution #4: 


01, 02, 03, 04, 05 | 06, 06, 06, 06, 07 | 08, 09, 06, 07, 07 | 10, 10, 10, 10, 07 | 11, 11, 11, 11, 07 | 
01, 02, 03, 04, 05 | 12, 12, 12, 12, 13 | 08, 09, 12, 14, 13 | 08, 09, 10, 13, 13 | 15, 16, 11, 17, 13 | 
01, 02, 03, 04, 05 | 01, 02, 03, 04, 05 | 08, 09, 14, 14, 18 | 15, 19, 19, 19, 19 | 15, 16, 19, 17, 17 | 
01, 02, 03, 04, 05 | 20, 20, 20, 20, 18 | 08, 09, 21, 14, 18 | 21, 21, 21, 21, 18 | 15, 16, 16, 17, 18 | 
22, 23, 23, 23, 23 | 22, 20, 24, 23, 25 | 22, 22, 24, 14, 25 | 22, 24, 24, 25, 25 | 15, 16, 24, 17, 25 | 

 Solution #5: 


01, 02, 03, 04, 05 | 06, 06, 06, 06, 07 | 08, 09, 06, 07, 07 | 10, 10, 10, 10, 07 | 11, 11, 11, 11, 07 | 
01, 02, 03, 04, 05 | 12, 12, 12, 12, 13 | 08, 09, 12, 14, 13 | 08, 09, 10, 13, 13 | 15, 16, 11, 17, 13 | 
01, 02, 03, 04, 05 | 01, 02, 03, 04, 05 | 08, 09, 14, 14, 18 | 15, 19, 19, 19, 19 | 15, 16, 19, 17, 17 | 
01, 02, 03, 04, 05 | 20, 20, 20, 20, 18 | 08, 09, 21, 14, 18 | 22, 22, 22, 22, 18 | 15, 16, 16, 17, 18 | 
23, 24, 24, 24, 24 | 23, 20, 21, 24, 25 | 23, 23, 21, 14, 25 | 23, 22, 21, 25, 25 | 15, 16, 21, 17, 25 | 

 Solution #6: 


01, 02, 03, 04, 05 | 06, 07, 07, 07, 07 | 06, 06, 07, 08, 09 | 06, 10, 10, 10, 10 | 06, 11, 11, 11, 11 | 
01, 02, 03, 04, 05 | 12, 13, 13, 13, 13 | 12, 14, 13, 08, 09 | 12, 12, 15, 10, 09 | 12, 16, 11, 17, 18 | 
01, 02, 03, 04, 05 | 01, 02, 03, 04, 05 | 19, 14, 08, 08, 09 | 15, 15, 15, 15, 18 | 16, 16, 17, 17, 18 | 
01, 02, 03, 04, 05 | 19, 20, 20, 20, 20 | 19, 14, 14, 08, 09 | 19, 21, 21, 21, 21 | 19, 16, 21, 17, 18 | 
22, 22, 22, 22, 23 | 24, 22, 25, 20, 23 | 24, 14, 25, 23, 23 | 24, 24, 25, 25, 23 | 24, 16, 25, 17, 18 | 

 Solution #7: 


01, 02, 03, 04, 05 | 06, 07, 07, 07, 07 | 06, 06, 07, 08, 09 | 06, 10, 10, 10, 10 | 06, 11, 11, 11, 11 | 
01, 02, 03, 04, 05 | 12, 13, 13, 13, 13 | 12, 14, 13, 08, 09 | 12, 12, 10, 08, 09 | 12, 15, 11, 16, 17 | 
01, 02, 03, 04, 05 | 01, 02, 03, 04, 05 | 18, 14, 19, 08, 09 | 19, 19, 19, 19, 17 | 15, 15, 16, 16, 17 | 
01, 02, 03, 04, 05 | 18, 20, 20, 20, 20 | 18, 14, 14, 08, 09 | 18, 21, 21, 21, 21 | 18, 15, 21, 16, 17 | 
22, 22, 22, 22, 23 | 24, 22, 25, 20, 23 | 24, 14, 25, 23, 23 | 24, 24, 25, 25, 23 | 24, 15, 25, 16, 17 | 

 Solution #8: 


01, 02, 03, 04, 05 | 06, 07, 07, 07, 07 | 06, 06, 07, 08, 09 | 06, 10, 10, 10, 10 | 06, 11, 11, 11, 11 | 
01, 02, 03, 04, 05 | 12, 13, 13, 13, 13 | 12, 14, 13, 08, 09 | 12, 12, 10, 08, 09 | 12, 15, 11, 16, 17 | 
01, 02, 03, 04, 05 | 01, 02, 03, 04, 05 | 18, 14, 14, 08, 09 | 19, 19, 19, 19, 17 | 15, 15, 19, 16, 17 | 
01, 02, 03, 04, 05 | 18, 20, 20, 20, 20 | 18, 14, 21, 08, 09 | 18, 21, 21, 21, 21 | 18, 15, 16, 16, 17 | 
22, 22, 22, 22, 23 | 24, 22, 25, 20, 23 | 24, 14, 25, 23, 23 | 24, 24, 25, 25, 23 | 24, 15, 25, 16, 17 | 

 Solution #9: 


01, 02, 03, 04, 05 | 06, 07, 07, 07, 07 | 06, 06, 07, 08, 09 | 06, 10, 10, 10, 10 | 06, 11, 11, 11, 11 | 
01, 02, 03, 04, 05 | 12, 13, 13, 13, 13 | 12, 14, 13, 08, 09 | 12, 12, 10, 08, 09 | 12, 15, 11, 16, 17 | 
01, 02, 03, 04, 05 | 01, 02, 03, 04, 05 | 18, 14, 14, 08, 09 | 19, 19, 19, 19, 17 | 15, 15, 19, 16, 17 | 
01, 02, 03, 04, 05 | 18, 20, 20, 20, 20 | 18, 14, 21, 08, 09 | 18, 22, 22, 22, 22 | 18, 15, 16, 16, 17 | 
23, 23, 23, 23, 24 | 25, 23, 21, 20, 24 | 25, 14, 21, 24, 24 | 25, 25, 21, 22, 24 | 25, 15, 21, 16, 17 | 

 Solution #10: 


01, 02, 03, 04, 05 | 06, 07, 07, 07, 07 | 06, 06, 07, 08, 09 | 06, 10, 10, 10, 10 | 06, 11, 11, 11, 11 | 
01, 02, 03, 04, 05 | 12, 13, 13, 13, 13 | 12, 14, 13, 08, 09 | 12, 12, 10, 08, 09 | 12, 15, 11, 16, 17 | 
01, 02, 03, 04, 05 | 01, 02, 03, 04, 05 | 18, 14, 14, 08, 09 | 19, 19, 19, 19, 17 | 15, 15, 19, 16, 17 | 
01, 02, 03, 04, 05 | 18, 20, 20, 20, 20 | 18, 14, 20, 08, 09 | 18, 21, 21, 21, 21 | 18, 15, 16, 16, 17 | 
22, 22, 22, 22, 23 | 24, 22, 25, 23, 23 | 24, 14, 25, 25, 23 | 24, 24, 25, 21, 23 | 24, 15, 25, 16, 17 | 

 Solution #11: 


01, 02, 03, 04, 05 | 06, 06, 06, 06, 05 | 07, 08, 06, 05, 05 | 09, 09, 09, 09, 05 | 10, 11, 11, 11, 11 | 
01, 02, 03, 04, 12 | 13, 13, 13, 13, 12 | 07, 08, 13, 14, 12 | 10, 15, 09, 16, 12 | 10, 17, 11, 18, 19 | 
01, 02, 03, 04, 04 | 01, 02, 03, 14, 20 | 07, 08, 08, 14, 12 | 07, 15, 16, 16, 19 | 10, 17, 18, 18, 19 | 
01, 02, 03, 04, 20 | 21, 21, 21, 21, 20 | 07, 08, 21, 14, 20 | 15, 15, 22, 16, 20 | 10, 17, 17, 18, 19 | 
23, 23, 23, 23, 24 | 25, 23, 22, 24, 24 | 25, 25, 22, 14, 24 | 25, 15, 22, 16, 24 | 25, 17, 22, 18, 19 | 

 Solution #12: 


01, 02, 03, 04, 05 | 06, 06, 06, 06, 05 | 07, 08, 06, 05, 05 | 09, 09, 09, 09, 05 | 10, 11, 11, 11, 11 | 
01, 02, 03, 04, 12 | 13, 13, 13, 13, 12 | 07, 08, 13, 14, 12 | 10, 15, 09, 16, 12 | 10, 17, 11, 18, 19 | 
01, 02, 03, 04, 04 | 01, 02, 03, 14, 20 | 07, 08, 08, 14, 12 | 07, 15, 16, 16, 19 | 10, 17, 18, 18, 19 | 
01, 02, 03, 04, 20 | 21, 21, 21, 21, 20 | 07, 08, 21, 14, 20 | 15, 15, 22, 16, 20 | 10, 17, 17, 18, 19 | 
23, 23, 23, 23, 24 | 25, 23, 22, 24, 24 | 25, 25, 22, 14, 24 | 25, 15, 22, 16, 24 | 25, 17, 22, 18, 19 | 

 Solution #13: 


01, 02, 03, 04, 05 | 06, 06, 06, 06, 05 | 07, 08, 06, 05, 05 | 09, 09, 09, 09, 05 | 10, 11, 11, 11, 11 | 
01, 02, 03, 04, 12 | 13, 13, 13, 13, 12 | 07, 08, 13, 14, 12 | 10, 15, 09, 16, 12 | 10, 17, 11, 18, 19 | 
01, 02, 03, 04, 04 | 01, 02, 03, 14, 20 | 07, 08, 08, 14, 12 | 07, 15, 16, 16, 19 | 10, 17, 17, 18, 19 | 
01, 02, 03, 04, 20 | 21, 21, 21, 21, 20 | 07, 08, 21, 14, 20 | 15, 15, 22, 16, 20 | 10, 17, 18, 18, 19 | 
23, 23, 23, 23, 24 | 25, 23, 22, 24, 24 | 25, 25, 22, 14, 24 | 25, 15, 22, 16, 24 | 25, 17, 22, 18, 19 | 

 Solution #14: 


01, 02, 03, 04, 05 | 06, 06, 06, 06, 05 | 07, 08, 06, 05, 05 | 09, 09, 09, 09, 05 | 10, 11, 11, 11, 11 | 
01, 02, 03, 04, 12 | 13, 13, 13, 13, 12 | 07, 08, 13, 14, 12 | 10, 15, 09, 16, 12 | 10, 17, 11, 18, 19 | 
01, 02, 03, 04, 04 | 01, 02, 03, 14, 20 | 07, 08, 08, 14, 12 | 07, 15, 16, 16, 19 | 10, 17, 18, 18, 19 | 
01, 02, 03, 04, 20 | 21, 21, 21, 21, 20 | 07, 08, 21, 14, 20 | 22, 15, 15, 16, 20 | 10, 17, 17, 18, 19 | 
23, 23, 23, 23, 24 | 22, 23, 25, 24, 24 | 22, 25, 25, 14, 24 | 22, 15, 25, 16, 24 | 22, 17, 25, 18, 19 | 

 Solution #15: 


01, 02, 03, 04, 05 | 06, 06, 06, 06, 05 | 07, 08, 06, 05, 05 | 09, 09, 09, 09, 05 | 10, 11, 11, 11, 11 | 
01, 02, 03, 04, 12 | 13, 13, 13, 13, 12 | 07, 08, 13, 14, 12 | 10, 15, 09, 16, 12 | 10, 17, 11, 18, 19 | 
01, 02, 03, 04, 04 | 01, 02, 03, 14, 20 | 07, 08, 08, 14, 12 | 07, 15, 16, 16, 19 | 10, 17, 17, 18, 19 | 
01, 02, 03, 04, 20 | 21, 21, 21, 21, 20 | 07, 08, 21, 14, 20 | 22, 15, 15, 16, 20 | 10, 17, 18, 18, 19 | 
23, 23, 23, 23, 24 | 22, 23, 25, 24, 24 | 22, 25, 25, 14, 24 | 22, 15, 25, 16, 24 | 22, 17, 25, 18, 19 | 

 Solution #16: 


01, 02, 03, 04, 05 | 06, 06, 06, 06, 05 | 07, 08, 06, 05, 05 | 09, 09, 09, 09, 05 | 10, 11, 11, 11, 11 | 
01, 02, 03, 04, 12 | 13, 13, 13, 13, 12 | 07, 08, 13, 14, 12 | 10, 15, 09, 16, 12 | 10, 17, 11, 18, 19 | 
01, 02, 03, 04, 04 | 01, 02, 03, 14, 20 | 07, 08, 08, 14, 12 | 07, 15, 15, 16, 19 | 10, 17, 18, 18, 19 | 
01, 02, 03, 04, 20 | 21, 21, 21, 21, 20 | 07, 08, 21, 14, 20 | 22, 15, 16, 16, 20 | 10, 17, 17, 18, 19 | 
23, 23, 23, 23, 24 | 22, 23, 25, 24, 24 | 22, 25, 25, 14, 24 | 22, 15, 25, 16, 24 | 22, 17, 25, 18, 19 | 

 Solution #17: 


01, 02, 03, 04, 05 | 06, 06, 06, 06, 05 | 07, 08, 06, 05, 05 | 09, 09, 09, 09, 05 | 10, 11, 11, 11, 11 | 
01, 02, 03, 04, 12 | 13, 13, 13, 13, 12 | 07, 08, 13, 14, 12 | 10, 15, 09, 16, 12 | 10, 17, 11, 18, 19 | 
01, 02, 03, 04, 04 | 01, 02, 03, 14, 20 | 07, 08, 08, 14, 12 | 07, 15, 15, 16, 19 | 10, 17, 17, 18, 19 | 
01, 02, 03, 04, 20 | 21, 21, 21, 21, 20 | 07, 08, 21, 14, 20 | 22, 15, 16, 16, 20 | 10, 17, 18, 18, 19 | 
23, 23, 23, 23, 24 | 22, 23, 25, 24, 24 | 22, 25, 25, 14, 24 | 22, 15, 25, 16, 24 | 22, 17, 25, 18, 19 | 

 Solution #18: 


01, 02, 03, 04, 05 | 06, 06, 06, 06, 05 | 07, 08, 06, 05, 05 | 09, 09, 09, 09, 05 | 10, 11, 11, 11, 11 | 
01, 02, 03, 04, 12 | 13, 13, 13, 13, 12 | 07, 08, 13, 14, 12 | 10, 15, 09, 16, 12 | 10, 17, 11, 18, 19 | 
01, 02, 03, 04, 04 | 01, 02, 03, 14, 12 | 07, 08, 08, 14, 20 | 07, 15, 16, 16, 19 | 10, 17, 18, 18, 19 | 
01, 02, 03, 04, 20 | 21, 21, 21, 21, 20 | 07, 08, 21, 14, 20 | 15, 15, 22, 16, 20 | 10, 17, 17, 18, 19 | 
23, 23, 23, 23, 24 | 25, 23, 22, 24, 24 | 25, 25, 22, 14, 24 | 25, 15, 22, 16, 24 | 25, 17, 22, 18, 19 | 

 Solution #19: 


01, 02, 03, 04, 05 | 06, 06, 06, 06, 05 | 07, 08, 06, 05, 05 | 09, 09, 09, 09, 05 | 10, 11, 11, 11, 11 | 
01, 02, 03, 04, 12 | 13, 13, 13, 13, 12 | 07, 08, 13, 14, 12 | 10, 15, 09, 16, 12 | 10, 17, 11, 18, 19 | 
01, 02, 03, 04, 04 | 01, 02, 03, 14, 12 | 07, 08, 08, 14, 20 | 07, 15, 16, 16, 19 | 10, 17, 17, 18, 19 | 
01, 02, 03, 04, 20 | 21, 21, 21, 21, 20 | 07, 08, 21, 14, 20 | 15, 15, 22, 16, 20 | 10, 17, 18, 18, 19 | 
23, 23, 23, 23, 24 | 25, 23, 22, 24, 24 | 25, 25, 22, 14, 24 | 25, 15, 22, 16, 24 | 25, 17, 22, 18, 19 | 

 Solution #20: 


01, 02, 03, 04, 05 | 06, 06, 06, 06, 05 | 07, 08, 06, 05, 05 | 09, 09, 09, 09, 05 | 10, 11, 11, 11, 11 | 
01, 02, 03, 04, 12 | 13, 13, 13, 13, 12 | 07, 08, 13, 14, 12 | 10, 15, 09, 16, 12 | 10, 17, 11, 18, 19 | 
01, 02, 03, 04, 04 | 01, 02, 03, 14, 12 | 07, 08, 08, 14, 20 | 07, 15, 16, 16, 19 | 10, 17, 18, 18, 19 | 
01, 02, 03, 04, 20 | 21, 21, 21, 21, 20 | 07, 08, 21, 14, 20 | 22, 15, 15, 16, 20 | 10, 17, 17, 18, 19 | 
23, 23, 23, 23, 24 | 22, 23, 25, 24, 24 | 22, 25, 25, 14, 24 | 22, 15, 25, 16, 24 | 22, 17, 25, 18, 19 | 

 Solution #21: 


01, 02, 03, 04, 05 | 06, 06, 06, 06, 05 | 07, 08, 06, 05, 05 | 09, 09, 09, 09, 05 | 10, 11, 11, 11, 11 | 
01, 02, 03, 04, 12 | 13, 13, 13, 13, 12 | 07, 08, 13, 14, 12 | 10, 15, 09, 16, 12 | 10, 17, 11, 18, 19 | 
01, 02, 03, 04, 04 | 01, 02, 03, 14, 12 | 07, 08, 08, 14, 20 | 07, 15, 16, 16, 19 | 10, 17, 17, 18, 19 | 
01, 02, 03, 04, 20 | 21, 21, 21, 21, 20 | 07, 08, 21, 14, 20 | 22, 15, 15, 16, 20 | 10, 17, 18, 18, 19 | 
23, 23, 23, 23, 24 | 22, 23, 25, 24, 24 | 22, 25, 25, 14, 24 | 22, 15, 25, 16, 24 | 22, 17, 25, 18, 19 | 

 Solution #22: 


01, 02, 03, 04, 05 | 06, 06, 06, 06, 05 | 07, 08, 06, 05, 05 | 09, 09, 09, 09, 05 | 10, 11, 11, 11, 11 | 
01, 02, 03, 04, 12 | 13, 13, 13, 13, 12 | 07, 08, 13, 14, 12 | 10, 15, 09, 16, 12 | 10, 17, 11, 18, 19 | 
01, 02, 03, 04, 04 | 01, 02, 03, 14, 12 | 07, 08, 08, 14, 20 | 07, 15, 15, 16, 19 | 10, 17, 18, 18, 19 | 
01, 02, 03, 04, 20 | 21, 21, 21, 21, 20 | 07, 08, 21, 14, 20 | 22, 15, 16, 16, 20 | 10, 17, 17, 18, 19 | 
23, 23, 23, 23, 24 | 22, 23, 25, 24, 24 | 22, 25, 25, 14, 24 | 22, 15, 25, 16, 24 | 22, 17, 25, 18, 19 | 

 Solution #23: 


01, 02, 03, 04, 05 | 06, 06, 06, 06, 05 | 07, 08, 06, 05, 05 | 09, 09, 09, 09, 05 | 10, 11, 11, 11, 11 | 
01, 02, 03, 04, 12 | 13, 13, 13, 13, 12 | 07, 08, 13, 14, 12 | 10, 15, 09, 16, 12 | 10, 17, 11, 18, 19 | 
01, 02, 03, 04, 04 | 01, 02, 03, 14, 12 | 07, 08, 08, 14, 20 | 07, 15, 15, 16, 19 | 10, 17, 17, 18, 19 | 
01, 02, 03, 04, 20 | 21, 21, 21, 21, 20 | 07, 08, 21, 14, 20 | 22, 15, 16, 16, 20 | 10, 17, 18, 18, 19 | 
23, 23, 23, 23, 24 | 22, 23, 25, 24, 24 | 22, 25, 25, 14, 24 | 22, 15, 25, 16, 24 | 22, 17, 25, 18, 19 | 

 Solution #24: 


01, 02, 03, 04, 05 | 06, 06, 06, 06, 05 | 07, 08, 06, 05, 05 | 09, 09, 09, 09, 05 | 10, 11, 11, 11, 11 | 
01, 02, 03, 04, 12 | 13, 13, 13, 13, 12 | 07, 08, 13, 14, 12 | 07, 15, 09, 16, 12 | 10, 17, 11, 18, 19 | 
01, 02, 03, 04, 04 | 01, 02, 03, 14, 20 | 07, 08, 08, 14, 12 | 10, 15, 16, 16, 19 | 10, 17, 18, 18, 19 | 
01, 02, 03, 04, 20 | 21, 21, 21, 21, 20 | 07, 08, 21, 14, 20 | 15, 15, 22, 16, 20 | 10, 17, 17, 18, 19 | 
23, 23, 23, 23, 24 | 25, 23, 22, 24, 24 | 25, 25, 22, 14, 24 | 25, 15, 22, 16, 24 | 25, 17, 22, 18, 19 | 

 Solution #25: 


01, 02, 03, 04, 05 | 06, 06, 06, 06, 05 | 07, 08, 06, 05, 05 | 09, 09, 09, 09, 05 | 10, 11, 11, 11, 11 | 
01, 02, 03, 04, 12 | 13, 13, 13, 13, 12 | 07, 08, 13, 14, 12 | 07, 15, 09, 16, 12 | 10, 17, 11, 18, 19 | 
01, 02, 03, 04, 04 | 01, 02, 03, 14, 20 | 07, 08, 08, 14, 12 | 10, 15, 16, 16, 19 | 10, 17, 17, 18, 19 | 
01, 02, 03, 04, 20 | 21, 21, 21, 21, 20 | 07, 08, 21, 14, 20 | 15, 15, 22, 16, 20 | 10, 17, 18, 18, 19 | 
23, 23, 23, 23, 24 | 25, 23, 22, 24, 24 | 25, 25, 22, 14, 24 | 25, 15, 22, 16, 24 | 25, 17, 22, 18, 19 | 

 Solution #26: 


01, 02, 03, 04, 05 | 06, 06, 06, 06, 05 | 07, 08, 06, 05, 05 | 09, 09, 09, 09, 05 | 10, 11, 11, 11, 11 | 
01, 02, 03, 04, 12 | 13, 13, 13, 13, 12 | 07, 08, 13, 14, 12 | 07, 15, 09, 16, 12 | 10, 17, 11, 18, 19 | 
01, 02, 03, 04, 04 | 01, 02, 03, 14, 20 | 07, 08, 08, 14, 12 | 10, 15, 16, 16, 19 | 10, 17, 18, 18, 19 | 
01, 02, 03, 04, 20 | 21, 21, 21, 21, 20 | 07, 08, 21, 14, 20 | 22, 15, 15, 16, 20 | 10, 17, 17, 18, 19 | 
23, 23, 23, 23, 24 | 22, 23, 25, 24, 24 | 22, 25, 25, 14, 24 | 22, 15, 25, 16, 24 | 22, 17, 25, 18, 19 | 

 Solution #27: 


01, 02, 03, 04, 05 | 06, 06, 06, 06, 05 | 07, 08, 06, 05, 05 | 09, 09, 09, 09, 05 | 10, 11, 11, 11, 11 | 
01, 02, 03, 04, 12 | 13, 13, 13, 13, 12 | 07, 08, 13, 14, 12 | 07, 15, 09, 16, 12 | 10, 17, 11, 18, 19 | 
01, 02, 03, 04, 04 | 01, 02, 03, 14, 20 | 07, 08, 08, 14, 12 | 10, 15, 16, 16, 19 | 10, 17, 17, 18, 19 | 
01, 02, 03, 04, 20 | 21, 21, 21, 21, 20 | 07, 08, 21, 14, 20 | 22, 15, 15, 16, 20 | 10, 17, 18, 18, 19 | 
23, 23, 23, 23, 24 | 22, 23, 25, 24, 24 | 22, 25, 25, 14, 24 | 22, 15, 25, 16, 24 | 22, 17, 25, 18, 19 | 

 Solution #28: 


01, 02, 03, 04, 05 | 06, 06, 06, 06, 05 | 07, 08, 06, 05, 05 | 09, 09, 09, 09, 05 | 10, 11, 11, 11, 11 | 
01, 02, 03, 04, 12 | 13, 13, 13, 13, 12 | 07, 08, 13, 14, 12 | 07, 15, 09, 16, 12 | 10, 17, 11, 18, 19 | 
01, 02, 03, 04, 04 | 01, 02, 03, 14, 20 | 07, 08, 08, 14, 12 | 10, 15, 15, 16, 19 | 10, 17, 18, 18, 19 | 
01, 02, 03, 04, 20 | 21, 21, 21, 21, 20 | 07, 08, 21, 14, 20 | 22, 15, 16, 16, 20 | 10, 17, 17, 18, 19 | 
23, 23, 23, 23, 24 | 22, 23, 25, 24, 24 | 22, 25, 25, 14, 24 | 22, 15, 25, 16, 24 | 22, 17, 25, 18, 19 | 

 Solution #29: 


01, 02, 03, 04, 05 | 06, 06, 06, 06, 05 | 07, 08, 06, 05, 05 | 09, 09, 09, 09, 05 | 10, 11, 11, 11, 11 | 
01, 02, 03, 04, 12 | 13, 13, 13, 13, 12 | 07, 08, 13, 14, 12 | 07, 15, 09, 16, 12 | 10, 17, 11, 18, 19 | 
01, 02, 03, 04, 04 | 01, 02, 03, 14, 20 | 07, 08, 08, 14, 12 | 10, 15, 15, 16, 19 | 10, 17, 17, 18, 19 | 
01, 02, 03, 04, 20 | 21, 21, 21, 21, 20 | 07, 08, 21, 14, 20 | 22, 15, 16, 16, 20 | 10, 17, 18, 18, 19 | 
23, 23, 23, 23, 24 | 22, 23, 25, 24, 24 | 22, 25, 25, 14, 24 | 22, 15, 25, 16, 24 | 22, 17, 25, 18, 19 | 

 Solution #30: 


01, 02, 03, 04, 05 | 06, 06, 06, 06, 05 | 07, 08, 06, 05, 05 | 09, 09, 09, 09, 05 | 10, 11, 11, 11, 11 | 
01, 02, 03, 04, 12 | 13, 13, 13, 13, 12 | 07, 08, 13, 14, 12 | 07, 15, 09, 16, 12 | 10, 17, 11, 18, 19 | 
01, 02, 03, 04, 04 | 01, 02, 03, 14, 12 | 07, 08, 08, 14, 20 | 10, 15, 16, 16, 19 | 10, 17, 18, 18, 19 | 
01, 02, 03, 04, 20 | 21, 21, 21, 21, 20 | 07, 08, 21, 14, 20 | 15, 15, 22, 16, 20 | 10, 17, 17, 18, 19 | 
23, 23, 23, 23, 24 | 25, 23, 22, 24, 24 | 25, 25, 22, 14, 24 | 25, 15, 22, 16, 24 | 25, 17, 22, 18, 19 | 

 Solution #31: 


01, 02, 03, 04, 05 | 06, 06, 06, 06, 05 | 07, 08, 06, 05, 05 | 09, 09, 09, 09, 05 | 10, 11, 11, 11, 11 | 
01, 02, 03, 04, 12 | 13, 13, 13, 13, 12 | 07, 08, 13, 14, 12 | 07, 15, 09, 16, 12 | 10, 17, 11, 18, 19 | 
01, 02, 03, 04, 04 | 01, 02, 03, 14, 12 | 07, 08, 08, 14, 20 | 10, 15, 16, 16, 19 | 10, 17, 17, 18, 19 | 
01, 02, 03, 04, 20 | 21, 21, 21, 21, 20 | 07, 08, 21, 14, 20 | 15, 15, 22, 16, 20 | 10, 17, 18, 18, 19 | 
23, 23, 23, 23, 24 | 25, 23, 22, 24, 24 | 25, 25, 22, 14, 24 | 25, 15, 22, 16, 24 | 25, 17, 22, 18, 19 | 

 Solution #32: 


01, 02, 03, 04, 05 | 06, 06, 06, 06, 05 | 07, 08, 06, 05, 05 | 09, 09, 09, 09, 05 | 10, 11, 11, 11, 11 | 
01, 02, 03, 04, 12 | 13, 13, 13, 13, 12 | 07, 08, 13, 14, 12 | 07, 15, 09, 16, 12 | 10, 17, 11, 18, 19 | 
01, 02, 03, 04, 04 | 01, 02, 03, 14, 12 | 07, 08, 08, 14, 20 | 10, 15, 16, 16, 19 | 10, 17, 18, 18, 19 | 
01, 02, 03, 04, 20 | 21, 21, 21, 21, 20 | 07, 08, 21, 14, 20 | 22, 15, 15, 16, 20 | 10, 17, 17, 18, 19 | 
23, 23, 23, 23, 24 | 22, 23, 25, 24, 24 | 22, 25, 25, 14, 24 | 22, 15, 25, 16, 24 | 22, 17, 25, 18, 19 | 

 Solution #33: 


01, 02, 03, 04, 05 | 06, 06, 06, 06, 05 | 07, 08, 06, 05, 05 | 09, 09, 09, 09, 05 | 10, 11, 11, 11, 11 | 
01, 02, 03, 04, 12 | 13, 13, 13, 13, 12 | 07, 08, 13, 14, 12 | 07, 15, 09, 16, 12 | 10, 17, 11, 18, 19 | 
01, 02, 03, 04, 04 | 01, 02, 03, 14, 12 | 07, 08, 08, 14, 20 | 10, 15, 16, 16, 19 | 10, 17, 17, 18, 19 | 
01, 02, 03, 04, 20 | 21, 21, 21, 21, 20 | 07, 08, 21, 14, 20 | 22, 15, 15, 16, 20 | 10, 17, 18, 18, 19 | 
23, 23, 23, 23, 24 | 22, 23, 25, 24, 24 | 22, 25, 25, 14, 24 | 22, 15, 25, 16, 24 | 22, 17, 25, 18, 19 | 

 Solution #34: 


01, 02, 03, 04, 05 | 06, 06, 06, 06, 05 | 07, 08, 06, 05, 05 | 09, 09, 09, 09, 05 | 10, 11, 11, 11, 11 | 
01, 02, 03, 04, 12 | 13, 13, 13, 13, 12 | 07, 08, 13, 14, 12 | 07, 15, 09, 16, 12 | 10, 17, 11, 18, 19 | 
